ons_id,name,turnout,registered_voters,turnout_change,total_votes,win_margin,1st_place_party,1st_place_candidate,1st_place_votes,2nd_place_party,2nd_place_candidate,2nd_place_votes,3rd_place_party,3rd_place_candidate,3rd_place_votes,4th_place_party,4th_place_candidate,4th_place_votes,5th_place_party,5th_place_candidate,5th_place_votes,6th_place_party,6th_place_candidate,6th_place_votes,7th_place_party,7th_place_candidate,7th_place_votes,8th_place_party,8th_place_candidate,8th_place_votes,9th_place_party,9th_place_candidate,9th_place_votes,10th_place_party,10th_place_candidate,10th_place_votes,11th_place_party,11th_place_candidate,11th_place_votes,12th_place_party,12th_place_candidate,12th_place_votes,13th_place_party,13th_place_candidate,13th_place_votes
E14001237,Filton and Bradley Stoke,65.0,77584,-5.1,50367,10000,Labour,Claire Hazelgrove,22905,Conservative,Jack Lopresti,12905,Reform UK,Stephen Burge,6819,Green,James Nelson,4142,Liberal Democrat,Benet Allen,3596,,,,,,,,,,,,,,,,,,,,,,,,
E14001238,Finchley and Golders Green,64.0,77500,-9.5,48213,4581,Labour,Sarah Sackman,21857,Conservative,Alex Deane,17276,Liberal Democrat,Sarah Hoyle,3375,Green,Steve Parsons,3107,Reform UK,Bepi Pezzulli,2598,Rejoin EU,Brendan Donnelly,486.0,Party of Women,Katharine Murphy,318.0,Independent,Michael Shad,272.0,,,,,,,,,,,,,,,
E14001239,Folkestone and Hythe,62.0,70056,-2.3,42686,3729,Labour,Tony Vaughan,15020,Conservative,Damian Collins,11291,Reform UK,Bill Wright,10685,Green,Marianne Brett,3954,Liberal Democrat,Larry Ngan,1736,Trade Unionist and Socialist Coalition,Momtaz Khanom,249.0,Fairer Voting Party,David Allen,240.0,Socialist Party of Great Britain,Andy Thomas,71.0,,,,,,,,,,,,,,,
E14001240,Forest of Dean,67.0,72052,-5.3,48001,278,Labour,Matt Bishop,16373,Conservative,Mark Harper,16095,Reform UK,Stan Goodin,8194,Green,Chris McFarling,4735,Liberal Democrat,James Joyce,2604,Socialist Labour Party,Saiham Sikder,90.0,,,,,,,,,,,,,,,,,,,,,
N05000008,Foyle,52.0,73496,-11.2,35006,4166,Social Democratic & Labour Party,Colum Eastwood,15647,Sinn Fein,Sandra Duffy,11481,Democratic Unionist Party,Gary Middleton,3915,People Before Profit,Shaun Harkin,2444,Independent,Anne McCloskey,1519,Ulster Unionist Party ,Janice Montgomery,1422.0,Alliance Party,Rachael Ferguson,1268.0,Aontú,John Boyle,662.0,,,,,,,,,,,,,,,
E14001241,Frome and East Somerset,66.0,70378,-2.0,45685,5415,Liberal Democrat,Anna Sabine,16580,Conservative,Lucy Trimnell,11165,Reform UK,David Swain,6441,Labour,Robin Moss,6416,Green,Martin Dimery,5083,Independent,Shaun Hughes,737.0,Independent,Gavin Heathcote,294.0,,,,,,,,,,,,,,,,,,
E14001242,Fylde,62.0,77100,-7.0,46201,561,Conservative,Andrew Snowden,15917,Labour,Tom Calver,15356,Reform UK,Brook Wimbury,8295,Independent,Anne Aitken,4513,Liberal Democrat,Mark Jewell,2120,Green,Brenden Wilkinson,1560.0,Alliance for Democracy and Freedom,Cheryl Morrison,199.0,,,,,,,,,,,,,,,,,,
E14001243,Gainsborough,62.0,75836,-4.1,46489,3532,Conservative,Edward Leigh,16636,Labour,Jess McGuire,13104,Reform UK,Pat O'Connor,9916,Liberal Democrat,Lesley Rollings,5001,Green,Vanessa Smith,1832,Social Democratic Party,Tim Mellors,196.0,,,,,,,,,,,,,,,,,,,,,
E14001244,Gateshead Central and Whickham,58.0,69823,-1.6,39678,9644,Labour,Mark Ferguson,18245,Reform UK,Damian Heslop,8601,Liberal Democrat,Ron Beadle,4987,Conservative,Nick Oliver,4628,Green,Rachel Cabral,3217,Trade Unionist and Socialist Coalition,Norman Hall,369.0,Save Us Now,Graham Steele,170.0,,,,,,,,,,,,,,,,,,
E14001245,Gedling,63.0,77006,-8.1,48481,11881,Labour,Michael Payne,23278,Conservative,Tom Randall,11397,Reform UK,Simon Christy,8211,Green,Dominic Berry,3122,Liberal Democrat,Tad Jones,2473,Independent,Irenea Marriott,241.0,,,,,,,,,,,,,,,,,,,,,
E14001246,Gillingham and Rainham,56.0,73523,-6.1,40510,3972,Labour,Naushabah Khan,15562,Conservative,Rehman Chishti,11590,Reform UK,Rizvi Rawoof,8792,Green,Kate Belmonte,2318,Liberal Democrat,Stuart Bourne,2248,Independent,Peter Cook,344.0,Christian Peoples Alliance,Roger Peacock,175.0,Social Democratic Party,Peter Wheeler,111.0,,,,,,,,,,,,,,,
S14000084,Glasgow East,51.0,68988,-7.6,34107,3784,Labour,John Grady,15543,Scottish National Party,David Linden,11759,Green,Amy Kettyles,2727,Reform UK,Donnie McLeod,2371,Conservative,Thomas Kerr,1707,Liberal Democrat,Matthew Clark,872.0,Scottish Socialist Party,Liam McLaughlan,466.0,,,,,,,,,,,,,,,,,,
S14000085,Glasgow North,51.0,67579,-5.3,33025,3539,Labour,Martin Rhodes,14655,Scottish National Party,Alison Thewliss,11116,Green,Iris Duane,4233,Reform UK,Helen Burns,1655,Conservative,Naveed Asghar,1366,Liberal Democrat,Daniel O'Malley,1142.0,Alba,Nick Durie,572.0,,,,,,,,,,,,,,,,,,
S14000086,Glasgow North East,47.0,72610,-9.7,32566,4637,Labour,Maureen Burke,15639,Scottish National Party,Anne McLaughlin,11002,Green,Ewan Lewis,2471,Reform UK,Jonathan Walmsley,2272,Conservative,Robert Connelly,1182,Liberal Democrat,Sheila Thomson,592.0,Alba,Catherine McKernan,551.0,Trade Unionist and Socialist Coalition,Chris Sermanni,236.0,Communist Party of Britain,Gary Steele,146.0,,,,,,,,,,,,
S14000087,Glasgow South,60.0,70219,-7.6,40145,4154,Labour,Gordon McKee,17696,Scottish National Party,Stewart McDonald,13542,Green,Niall Christie,5554,Reform UK,Danny Raja,1736,Conservative,Haroun Malik,1617,Liberal Democrat,Peter McLaughlin,1316.0,Trade Unionist and Socialist Coalition,Brian Smith,473.0,Alba,Dhruva Kumar,444.0,,,,,,,,,,,,,,,
S14000088,Glasgow South West,52.0,68871,-9.3,34169,3285,Labour,Zubir Ahmed,15552,Scottish National Party,Chris Stephens,12267,Green,John Hamelink,2727,Reform UK,Morag McRae,2236,Conservative,Mamun Rashid,1387,Liberal Democrat,Paul McGarry,958.0,Alba,Tony Osy,542.0,,,,,,,,,,,,,,,,,,
S14000089,Glasgow West,58.0,69028,-7.4,38276,6446,Labour,Patricia Ferguson,18621,Scottish National Party,Carol Monaghan,12175,Green,Nick Quail,3662,Reform UK,Dionne Moore,2098,Conservative,Faten Hameed,1720,Liberal Democrat,James Calder,1316.0,Christian Party,John Cormack,310.0,,,,,,,,,,,,,,,,,,
E14001247,Glastonbury and Somerton,65.0,72982,-10.7,47642,6611,Liberal Democrat,Sarah Dyke,20364,Conservative,Faye Purbrick,13753,Reform UK,Tom Carter,7678,Labour,Hal Hooberman,3111,Green,Jon Cousins,2736,,,,,,,,,,,,,,,,,,,,,,,,
S14000090,Glenrothes and Mid Fife,51.0,70655,-9.5,36139,2954,Labour,Richard Baker,15994,Scottish National Party,John Beare,13040,Reform UK,Ian Smith,3528,Conservative,Debbie MacCallum,1973,Liberal Democrat,Jill Reilly,1604,,,,,,,,,,,,,,,,,,,,,,,,
E14001248,Gloucester,58.0,79475,-9.1,43886,3431,Labour,Alex McIntyre,16472,Conservative,Richard Graham,13041,Reform UK,Chris Farmer,7307,Liberal Democrat,Rebecca Trimnell,4759,Green,Adam Shearing,2307,Workers Party of Britain,Steve Gower,974.0,Socialist Labour Party,Akhlaque Ahmed,496.0,Independent,Fred Ramsey,336.0,,,,,,,,,,,,,,,
E14001249,Godalming and Ash,74.0,74168,-4.3,54501,891,Conservative,Jeremy Hunt,23293,Liberal Democrat,Paul Follows,22402,Reform UK,Graham Drage,4815,Labour,James Walsh,2748,Green,Ruby Tucker,1243,Women's Equality Party,Harriet Williams,195.0,,,,,,,,,,,,,,,,,,,,,
E14001250,Goole and Pocklington,64.0,78287,-1.9,49275,3572,Conservative,David Davis,18981,Labour,Liam Draycott,15409,Reform UK,Richard Kelly,9054,Liberal Democrat,Dale Needham,3380,Green,Angela Stone,2451,Independent,Shona Wade,467.0,,,,,,,,,,,,,,,,,,,,,
S14000091,Gordon and Buchan,63.0,69605,-4.8,43848,878,Conservative,Harriet Cross,14418,Scottish National Party,Richard Thomson,13540,Liberal Democrat,Conrad Wood,7307,Labour,Nurul Hoque Ali,4686,Reform UK,Kris Callander,3897,,,,,,,,,,,,,,,,,,,,,,,,
E14001251,Gorton and Denton,47.0,78125,-14.9,35161,13413,Labour,Andrew Gwynne,18555,Reform UK,Lee Moffitt,5142,Green,Amanda Gardner,4810,Workers Party of Britain,Amir Burney,3766,Conservative,Ruth Welsh,2888,Liberal Democrat,John Reid,1399.0,,,,,,,,,,,,,,,,,,,,,
E14001252,Gosport,60.0,73261,-5.3,43576,6054,Conservative,Caroline Dinenage,17830,Labour,Edward Batterbury,11776,Reform UK,Matt Mulliss,7983,Liberal Democrat,Tim Bearder,4039,Green,Tony Sudworth,1948,Independent,Jeff Roberts,334.0,Heritage Party,Lisa Englefield,319.0,Hampshire Independents,Dave Watson,48.0,,,,,,,,,,,,,,,
W07000097,Gower,62.0,76123,-8.6,44458,11567,Labour,Tonia Antoniazzi,20480,Conservative,Marc Jenkins,8913,Reform UK,Catrin Thomas,8530,Plaid Cymru,Kieran Pritchard,3942,Liberal Democrat,Franck Banza,2593,Green,Chris Evans,2488.0,Independent,Wayne Erasmus,283.0,,,,,,,,,,,,,,,,,,
E14001253,Grantham and Bourne,63.0,73280,-4.9,43034,4496,Conservative,Gareth Davies,16770,Labour,Vipul Bechar,12274,Reform UK,Mike Rudkin,9393,Green,Anne Gayfer,2570,Liberal Democrat,John Vincent,2027,Independent,Ian Selby,1642.0,Lincolnshire Independents,Charmaine Morgan,1245.0,Social Democratic Party,Alexander Mitchell,204.0,,,,,,,,,,,,,,,
E14001254,Gravesham,59.0,73088,-6.1,43232,2712,Labour,Lauren Sullivan,16623,Conservative,Adam Holloway,13911,Reform UK,Matthew Fraser Moat,8910,Green,Rebecca Hopkins,2254,Liberal Democrat,Ukonu Obasi,1534,,,,,,,,,,,,,,,,,,,,,,,,
E14001255,Great Grimsby and Cleethorpes,46.0,78875,-7.7,36289,4803,Labour,Melanie Onn,15336,Reform UK,Oliver Freeston,10533,Conservative,Lia Nici,8269,Green,Ed Fraser,1115,Liberal Democrat,John Lawson,1036,Trade Unionist and Socialist Coalition,Mark Gee,222.0,Social Democratic Party,Christopher Stephenson,108.0,,,,,,,,,,,,,,,,,,
E14001256,Great Yarmouth,56.0,73317,-6.4,40216,1426,Reform UK,Rupert Lowe,14385,Labour,Keir Cozens,12959,Conservative,James Clark,10034,Green,Trevor Rawson,1736,Liberal Democrat,Fionna Tod,1102,Independent,Paul Brown,230.0,English Democrats,Catherine Blaiklock,171.0,Independent,Clare Roullier,131.0,,,,,,,,,,,,,,,
E14001257,Greenwich and Woolwich,58.0,73573,-9.7,41665,18366,Labour,Matthew Pennycook,23999,Green,Stacy Smith,5633,Conservative,Jonathan Goff,4863,Liberal Democrat,Chris Annous,3865,Reform UK,Abdoul Ndiaye,3305,Workers Party of Britain,Sheikh Raquib,570.0,Independent,Niko Omilana,311.0,Climate Party,Priyank Bakshi,173.0,,,,,,,,,,,,,,,
E14001258,Guildford,68.0,70734,-5.4,48039,8429,Liberal Democrat,Zöe Franklin,22937,Conservative,Angela Richardson,14508,Reform UK,Dennis Saunders,4395,Labour,Sarah Gillinson,3931,Green,Sam Peters,2268,The Peace Party,John Morris,255.0,,,,,,,,,,,,,,,,,,,,,
E14001259,Hackney North and Stoke Newington,53.0,77797,-15.5,39932,15080,Labour,Diane Abbott,24355,Green,Antoinette Fernandez,9275,Conservative,David Landau,3457,Liberal Democrat,Rebecca Jones,1562,Reform UK,Deborah Cairns,1283,Independent,Ryan Ahmad,621.0,Monster Raving Loony Party,Knigel Knapp,224.0,Independent,Kombat Diva,182.0,,,,,,,,,,,,,,,
E14001260,Hackney South and Shoreditch,53.0,78262,-10.3,40384,14737,Labour,Meg Hillier,24724,Green,Laura-Louise Fairley,9987,Conservative,Joanna Reeves,2076,Liberal Democrat,Theo Roos,1996,Reform UK,Anil Bhatti,1601,Workers Party of Britain,Shahed Hussain,1007.0,Workers Revolutionary Party,Carol Small,310.0,,,,,,,,,,,,,,,,,,
E14001261,Halesowen,56.0,68549,-6.2,38578,4364,Labour,Alex Ballinger,15023,Conservative,James Morris,10659,Reform UK,Jonathan Oakton,8484,Liberal Democrat,Ryan Priest,2261,Green,Emma Bullard,2151,,,,,,,,,,,,,,,,,,,,,,,,
E14001262,Halifax,52.0,77516,-12.2,36488,6269,Labour,Kate Dearden,14135,Conservative,Hazel Sharp,7866,Reform UK,James Griffith-Jones,7811,Green,Martin Hey,4133,Workers Party of Britain,Shakir Saghir,2543,Liberal Democrat,Samuel Jackson,2359.0,Independent,Perveen Hussain,1367.0,,,,,,,,,,,,,,,,,,
E14001263,Hamble Valley,67.0,80537,-7.1,53819,4802,Conservative,Paul Holmes,19671,Liberal Democrat,Prad Bains,14869,Labour,Devina Paul,8753,Reform UK,Caroline Gladwin,8216,Green,Kate Needham,2310,Hampshire Independents,Binka Griffin,185.0,,,,,,,,,,,,,,,,,,,,,
S14000092,Hamilton and Clyde Valley,56.0,75480,-7.8,41967,9472,Labour,Imogen Walker,21020,Scottish National Party,Ross Clark,11548,Conservative,Richard Nelson,4589,Reform UK,Lisa Judge,3299,Liberal Democrat,Kyle Burns,1511,UK Independence Party,Christopher Ho,117.0,,,,,,,,,,,,,,,,,,,,,
E14001264,Hammersmith and Chiswick,61.0,75860,-10.6,44545,15290,Labour,Andy Slaughter,24073,Conservative,Andrew Dinsmore,8783,Green,Naranee Ruthra-Rajan,4468,Liberal Democrat,Eraj Rostaqi,4292,Reform UK,Louise Petano-Heathcote,2929,Rejoin EU,Bill Colegrave,821.0,Workers Party of Britain,Raj Gill,439.0,Workers Revolutionary Party,Scott Dore,216.0,,,,,,,,,,,,,,,
E14001265,Hampstead and Highgate,61.0,80029,-16.6,47645,14970,Labour,Tulip Siddiq,23432,Conservative,Don Williams,8462,Green,Lorna Russell,6630,Liberal Democrat,Scott Emery,6181,Reform UK,Catherine Becker,2940,Rejoin EU,Christie Elan-Cane,532.0,Independent,Jonathan Livingstone,373.0,,,,,,,,,,,,,,,,,,
E14001266,"Harborough, Oadby and Wigston",65.0,77407,-5.2,50183,2378,Conservative,Neil O'Brien,18614,Labour,Hajira Piranie,16236,Reform UK,Danuta Jeeves,6332,Liberal Democrat,Phil Knowles,4732,Green,Darren Woodiwiss,4269,Social Democratic Party,Robin Lambert,203.0,,,,,,,,,,,,,,,,,,,,,
E14001267,Harlow,58.0,74683,-6.4,43200,2504,Labour,Chris Vince,16313,Conservative,Hannah Ellis,13809,Reform UK,Malcolm Featherstone,9461,Green,Yasmin Gregory,2267,Liberal Democrat,Riad Mannan,1350,UK Independence Party,Lois Perry,157.0,,,,,,,,,,,,,,,,,,,,,
E14001268,Harpenden and Berkhamsted,75.0,72242,-2.6,54113,10708,Liberal Democrat,Victoria Collins,27282,Conservative,Nigel Gardner,16574,Reform UK,Saba Poursaeedi,4245,Labour,Zara Layne,4061,Green,Paul de Hoest,1951,Social Democratic Party,Mark Patten,223.0,,,,,,,,,,,,,,,,,,,,,
E14001269,Harrogate and Knaresborough,67.0,77970,-6.5,51308,8238,Liberal Democrat,Tom Gordon,23976,Conservative,Andrew Jones,15738,Reform UK,John Swales,5679,Labour,Conrad Whitcroft,4153,Green,Shan Oakes,1762,Independent,Paul Haslam,620.0,Independent,Stephen Metcalfe,136.0,,,,,,,,,,,,,,,,,,
E14001270,Harrow East,63.0,76386,-6.0,45543,11680,Conservative,Bob Blackman,25466,Labour,Primesh Patel,13786,Reform UK,Roger Clark,2188,Independent,Sabira Lakha,2097,Green,Seb Newsam,2006,Liberal Democrat,Reeten Banerji,1511.0,Workers Party of Britain,Sarajulhaq Parwani,723.0,,,,,,,,,,,,,,,,,,
E14001271,Harrow West,57.0,79902,-10.6,42221,6642,Labour,Gareth Thomas,19833,Conservative,Abbas Merali,13191,Independent,Pamela Fitzpatrick,4120,Reform UK,Michael Beavis,2639,Green,Rupert George,2438,Liberal Democrat,Chris Noyce,2404.0,Independent,Bharatkumar Patel,616.0,,,,,,,,,,,,,,,,,,
E14001272,Hartlepool,50.0,71437,-7.9,34626,7698,Labour,Jonathan Brash,16414,Reform UK,Amanda Napper,8716,Conservative,Jill Mortimer,7767,Independent,Sam Lee,895,Green,Jeremy Spyby-Steanson,834,Liberal Democrat,Peter Maughan,572.0,Workers Party of Britain,Tommy Dudley,248.0,Heritage Party,Vivienne Neville,65.0,,,,,,,,,,,,,,,
E14001273,Harwich and North Essex,63.0,76579,-9.6,48043,1162,Conservative,Bernard Jenkin,16522,Labour,Alex Diner,15360,Reform UK,Mark Cole,9806,Liberal Democrat,Natalie Sommers,3561,Green,Andrew Canessa,2794,,,,,,,,,,,,,,,,,,,,,,,,
E14001274,Hastings and Rye,61.0,75939,-8.9,45363,8653,Labour,Helena Dollimore,19134,Conservative,Sally-Ann Hart,10481,Reform UK,Lucian Fernando,7401,Green,Becca Horn,5761,Liberal Democrat,Guy Harris,2586,Workers Party of Britain,Phil Colley,362.0,Communist Party of Britain,Nicholas Davies,136.0,Independent,Paul Crosland,129.0,,,,,,,,,,,,,,,
E14001275,Havant,58.0,72346,-4.9,41975,92,Conservative,Alan Mak,12986,Labour,Stefanie Harvey,12894,Reform UK,John Perry,9959,Liberal Democrat,Gayathri Sathyanath,3275,Green,Netty Shepherd,2861,Workers Party of Britain,Jennifer Alemanno,211.0,,,,,,,,,,,,,,,,,,,,,
E14001276,Hayes and Harlington,52.0,74404,-8.9,36999,12031,Labour,John McDonnell,20405,Conservative,Dylan Thomas,8374,Reform UK,Francoise Thompson,4114,Green,Christine West,2131,Workers Party of Britain,Rizwana Karim,1975,Liberal Democrat,Alex Cunliffe,1316.0,,,,,,,,,,,,,,,,,,,,,
E14001277,Hazel Grove,63.0,72843,-6.1,45885,6500,Liberal Democrat,Lisa Smart,17328,Labour,Claire Vibert,10828,Conservative,Paul Athans,9011,Reform UK,John Kelly,6955,Green,Graham Reid,1763,Social Democratic Party,Tim O’Rourke,113.0,,,,,,,,,,,,,,,,,,,,,
E14001278,Hemel Hempstead,62.0,71038,-7.5,44108,4857,Labour,David Taylor,16844,Conservative,Andrew Williams,11987,Reform UK,Noel Willcox,7689,Liberal Democrat,Sammy Barry-Mears,5096,Green,Sherief Hassan,2492,,,,,,,,,,,,,,,,,,,,,,,,
E14001279,Hendon,55.0,74865,-8.7,39366,15,Labour,David Pinto-Duschinsky,15855,Conservative,Ameet Jogia,15840,Reform UK,Joshua Pearl,3038,Green,Gabrielle Bailey,2667,Liberal Democrat,Clareine Enderby,1966,Workers Party of Britain,Imtiaz Palekar,1518.0,Rejoin EU,Ben Rend,233.0,Social Democratic Party,Jane Gibson,139.0,,,,,,,,,,,,,,,
E14001280,Henley and Thame,72.0,73749,-4.1,52336,6267,Liberal Democrat,Freddie van Mierlo,23904,Conservative,Caroline Newton,17637,Reform UK,Peter Shields,5213,Labour,Nanda Manley-Browne,3574,Green,Jo Robb,2008,Social Democratic Party,Maryse Pomlett,515.0,Independent,David Carpin,306.0,,,,,,,,,,,,,,,,,,
E14001281,Hereford and South Herefordshire,63.0,72203,-1.9,45358,1279,Conservative,Jesse Norman,14871,Labour,Joe Emmett,13592,Reform UK,Nigel Ely,8395,Liberal Democrat,Dan Powell,5325,Green,Diana Toynbee,3175,Independent,Mark Weaden,214.0,,,,,,,,,,,,,,,,,,,,,
E14001282,Herne Bay and Sandwich,63.0,77841,-4.3,48827,2499,Conservative,Roger Gale,17243,Labour,Helen Whitehead,14744,Reform UK,Amelia Randall,10602,Green,Thea Barrett,3529,Liberal Democrat,Angie Curwen,2709,,,,,,,,,,,,,,,,,,,,,,,,
E14001283,Hertford and Stortford,68.0,78915,-5.4,53733,4748,Labour,Josh Dean,20808,Conservative,Julie Marson,16060,Reform UK,John Burmicz,8325,Green,Nick Cox,4373,Liberal Democrat,Helen Campbell,4167,Alliance for Democracy and Freedom,Jane Fowler,139.0,Heritage Party,Barry Hensall,137.0,,,,,,,,,,,,,,,,,,
E14001284,Hertsmere,65.0,73518,-6.4,47471,7992,Conservative,Oliver Dowden,21451,Labour,Josh Tapper,13459,Reform UK,Darren Selkus,6584,Liberal Democrat,Emma Matanle,3710,Green,John Humphries,2267,Independent,Ray Bolster,536.0,,,,,,,,,,,,,,,,,,,,,
E14001285,Hexham,68.0,76431,-6.4,50617,3713,Labour,Joe Morris,23988,Conservative,Guy Opperman,20275,Green,Nick Morphet,2467,Liberal Democrat,Nick Cott,2376,Independent,Chris Whaley,1511,Social Democratic Party,William Clouston,1211.0,,,,,,,,,,,,,,,,,,,,,
E14001286,Heywood and Middleton North,50.0,74786,-8.3,37130,6082,Labour,Elsie Blundell,15069,Reform UK,Steve Potter,8987,Conservative,Laura-Beth Thompson,6423,Independent,Chris Furlong,4349,Liberal Democrat,Tom Shaw,2302,,,,,,,,,,,,,,,,,,,,,,,,
E14001287,High Peak,66.0,74385,-7.0,49206,7908,Labour,Jon Pearce,22533,Conservative,Robert Largan,14625,Reform UK,Catherine Cullen,6959,Green,Joanna Collins,3382,Liberal Democrat,Peter Hirst,1707,,,,,,,,,,,,,,,,,,,,,,,,
E14001288,Hinckley and Bosworth,63.0,76431,-2.5,47588,5408,Conservative,Luke Evans,17032,Liberal Democrat,Michael Mullaney,11624,Reform UK,Peter Cheshire,8817,Labour,Rebecca Pawley,8601,Green,Cassie Wells,1514,Independent,Harry Masters,211.0,,,,,,,,,,,,,,,,,,,,,
E14001289,Hitchin,69.0,75080,-6.4,51329,7109,Labour,Alistair Strathern,22067,Conservative,Bim Afolami,14958,Reform UK,Charles Bunker,6760,Liberal Democrat,Chris Lucas,4913,Green,Will Lavin,2631,Christian Peoples Alliance,Sid Cordle,181.0,,,,,,,,,,,,,,,,,,,,,
E14001290,Holborn and St Pancras,54.0,71300,-5.0,35373,11572,Labour,Keir Starmer,18884,Independent,Andrew Feinstein,7312,Green,David Stansell,4030,Conservative,Mehreen Malik,2776,Reform UK,Dave Roberts,2371,Liberal Democrat,Charlie Clinton,2236.0,Independent,Wais Islam,636.0,Monster Raving Loony Party,Nick the Incredible Flying Brick,162.0,UK Independence Party,John Poynton,75.0,Socialist Equality,Tom Scripps,61.0,Independent,Senthil Kumar,40.0,Independent,Bobby Smith,19.0,,,
E14001291,Honiton and Sidmouth,67.0,75537,-9.3,49944,6700,Liberal Democrat,Richard Foord,23007,Conservative,Simon Jupp,16307,Reform UK,Paul Quickenden,6289,Labour,Jake Bonetta,2947,Green,Henry Gent,1394,Independent,Vanessa Coxon,467.0,Party of Women,Hazel Exon,244.0,,,,,,,,,,,,,,,,,,
E14001292,Hornchurch and Upminster,62.0,75438,-4.2,46517,1943,Conservative,Julia Lopez,15260,Reform UK,Nick Palmer,13317,Labour,Sunny Brar,12939,Green,Melanie Collins,2620,Liberal Democrat,Ian Sanderson,2381,Independent,David Durant,394.0,,,,,,,,,,,,,,,,,,,,,
E14001293,Hornsey and Friern Barnet,70.0,69885,-4.8,47694,21475,Labour,Catherine West,28535,Green,Fabio Vollono,7060,Liberal Democrat,Dawn Barnes,6099,Conservative,Naz Panju,4011,Reform UK,Navdeep Singh,1989,Workers Party of Britain,Dino Philippos,766.0,Christian Peoples Alliance,Helen Spiby-Vann,182.0,,,,,,,,,,,,,,,,,,
E14001294,Horsham,70.0,79150,-2.5,54979,2517,Liberal Democrat,John Milne,21632,Conservative,Jeremy Quin,19115,Reform UK,Hugo Miller,6116,Labour,James Field,5979,Green,Catherine Ross,2137,The Peace Party,Jim Duggan,276.0,Social Democratic Party,Paul Abbott,244.0,,,,,,,,,,,,,,,,,,
E14001295,Houghton and Sunderland South,51.0,78448,-6.0,40032,7169,Labour,Bridget Phillipson,18837,Reform UK,Sam Woods-Brass,11668,Conservative,Chris Burnicle,5514,Liberal Democrat,Paul Edgeworth,2290,Green,Richard Bradley,1723,,,,,,,,,,,,,,,,,,,,,,,,
E14001296,Hove and Portslade,70.0,74063,-6.4,48863,19791,Labour,Peter Kyle,27209,Green,Sophie Broadbent,7418,Conservative,Carline Deal,6630,Reform UK,Martin Hess,4558,Independent,Tanushka Marah,3048,Liberal Democrat,Michael Wang,3046.0,,,,,,,,,,,,,,,,,,,,,
E14001297,Huddersfield,52.0,77795,-13.3,40165,4533,Labour,Harpreet Uppal,15101,Green,Andrew Cooper,10568,Conservative,Tony McGrath,6559,Reform UK,Susan Laird,6196,Liberal Democrat,Jan Dobrucki,1741,,,,,,,,,,,,,,,,,,,,,,,,
E14001313,Hull East,42.0,70650,-4.6,29816,3920,Labour,Karl Turner,13047,Reform UK,Neil Hunter,9127,Liberal Democrat,Bob Morgan,3252,Conservative,Kieran Persand,2715,Green,Julia Brown,1675,,,,,,,,,,,,,,,,,,,,,,,,
E14001314,Hull North & Cottingham,51.0,75280,-8.3,36746,10679,Labour,Diana Johnson,18480,Reform UK,Martin Baker,7801,Conservative,Callum Procter,4897,Liberal Democrat,Craig Woolmer,3246,Green,Kerry Harrison,2322,Independent,Ahmet Cinalp,720.0,The Yorkshire Party,Rowan Halstead,339.0,Trade Unionist and Socialist Coalition,Mike Whale,262.0,Independent,Pauline Peachey,161.0,,,,,,,,,,,,
